session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,First Language,Student Status,Fluent languages,Current Country of Residence,Sex,Country of Birth,Employment Status,Nationality
5bc8e4279427200001dd3eaf,557c0bd8fdf99b120dc45dde,AWAITING REVIEW,2018-10-18 19:51:09.742000,2018-10-18 20:29:11.493000,2281.751,38,437,2,100,,ZQSEZJGY,English,No,English,United Kingdom,Female,United Kingdom,Full-Time,United Kingdom
5bc8e42a039ab800014bdc81,59f7876cbe9c0c0001486c7d,AWAITING REVIEW,2018-10-18 19:51:13.299000,2018-10-18 20:17:35.072000,1581.773,57,162,2,100,,ZQSEZJGY,English,No,English,United Kingdom,Male,United Kingdom,Part-Time,United Kingdom
5bc8e42b3aaa840001baf98e,5bb5963d962d7a0001a81f3f,AWAITING REVIEW,2018-10-18 19:51:16.311000,2018-10-18 20:25:37.101000,2060.79,29,10,0,100,,ZQSEZJGY,,No,English,,,,,United Kingdom
5bc8e42cd9b017000157b44a,5b5963a050a5290001eeae51,AWAITING REVIEW,2018-10-18 19:51:11.793000,2018-10-18 20:23:31.791000,1939.998,19,47,0,100,,ZQSEZJGY,Spanish,Yes,English,United States,Female,United States,Unemployed (and job seeking),United States
5bc8e42e885cd4000145d896,5b83ee372d5deb0001b315b0,AWAITING REVIEW,2018-10-18 19:51:32.335000,2018-10-18 20:20:02.378000,1710.043,28,23,0,100,,ZQSEZJGY,English,No,English,Denmark,Male,Canada,Full-Time,Canada
5bc8e4311d126d0001c5d073,5948cb7de357e40001203982,AWAITING REVIEW,2018-10-18 19:51:15.131000,2018-10-18 20:22:19.819000,1864.688,32,41,1,100,,ZQSEZJGY,Greek,No,English,Greece,Female,Greece,Full-Time,Greece
5bc8e4317d563e0001043953,57e5a14ea4e40600014e9ef3,AWAITING REVIEW,2018-10-18 19:51:19.111000,2018-10-18 20:23:31.014000,1931.903,58,424,9,98,,ZQSEZJGY,English,No,English,United Kingdom,Female,United Kingdom,Full-Time,United Kingdom
5bc8e43109a6260001b5e950,595c69efd8bd8d000154dd23,AWAITING REVIEW,2018-10-18 19:51:15.444000,2018-10-18 20:16:12.882000,1497.438,19,124,2,99,,ZQSEZJGY,English,No,English,United States,Male,United States,Part-Time,United States
5bc8e4361851af0001392ffb,571bdaa76b0894001362f780,AWAITING REVIEW,2018-10-18 19:55:11.138000,2018-10-18 20:20:56.990000,1545.852,37,264,4,99,,ZQSEZJGY,English,No,English,United Kingdom,Female,United Kingdom,"Not in paid work (e.g. homemaker, retired or disabled)",United Kingdom
5bc8e437a695e10001ce729b,5b2e7ece975e260001e921b7,AWAITING REVIEW,2018-10-18 19:51:25.916000,2018-10-18 20:16:43.460000,1517.544,19,6,0,100,,ZQSEZJGY,Latvian,Yes,English,Latvia,Female,Latvia,Other,Latvia
5bc8e43e1d126d0001c5d076,5b5f790631ab8400019820e0,AWAITING REVIEW,2018-10-18 19:55:54.501000,2018-10-18 20:37:25.773000,2491.272,37,96,1,100,,ZQSEZJGY,English,No,English,United Kingdom,Male,United Kingdom,Full-Time,United Kingdom
5bc8e44208a62c0001f7d3aa,5b9984434cac420001e3bcdd,AWAITING REVIEW,2018-10-18 19:51:31.903000,2018-10-18 20:12:39.856000,1267.953,18,12,0,100,,ZQSEZJGY,English,Yes,English,United Kingdom,Male,United Kingdom,Other,Ireland
5bc8e4453d893f0001beab3e,5b1dd96f3522660001b44eb1,AWAITING REVIEW,2018-10-18 19:53:22.960000,2018-10-18 20:06:49.084000,806.124,26,115,1,100,,NOCODE,English,No,English,United States,Male,United States,Full-Time,United States
5bc8e44524085800013f842b,5ba9ea24ba2b540001cefadc,AWAITING REVIEW,2018-10-18 19:51:54.289000,2018-10-18 20:19:44.408000,1670.119,,14,0,100,,ZQSEZJGY,English,No,English,United States,,,Unemployed (and job seeking),
5bc8e4499427200001dd3eb1,5b01647dc66dc6000197d6ea,AWAITING REVIEW,2018-10-18 19:52:01.052000,2018-10-18 20:39:01.310000,2820.258,24,51,0,100,,ZQSEZJGY,Slovenian,Yes,Croatian,Slovenia,Female,Slovenia,Part-Time,Slovenia
5bc8e44bf1b9f00001c32cd0,5b994a6d700b020001c572e2,AWAITING REVIEW,2018-10-18 19:51:44.707000,2018-10-18 20:14:04.984000,1340.277,21,11,0,100,,ZQSEZJGY,Polish,Yes,Spanish,Poland,Male,Poland,Full-Time,Poland
5bc8e44c0f10750001d70ba2,5b2a2d855b5c0900018b0bf5,AWAITING REVIEW,2018-10-18 19:55:09.005000,2018-10-18 20:31:06.004000,2156.999,43,113,0,100,,ZQSEZJGY,English,No,English,United Kingdom,Female,United Kingdom,Full-Time,United Kingdom
5bc8e44d0981340001fbc528,5ba7d2ab38c3590001f279e1,AWAITING REVIEW,2018-10-18 19:53:22.521000,2018-10-18 20:22:32.791000,1750.27,72,24,0,100,,ZQSEZJGY,English,No,English,United Kingdom,Female,United Kingdom,Part-Time,United Kingdom
5bc8e4511d126d0001c5d07a,5a063c2d844c7a00015e477d,AWAITING REVIEW,2018-10-18 19:51:53.079000,2018-10-18 20:27:37.956000,2144.877,30,138,1,100,,ZQSEZJGY,English,No,English,United States,Male,United States,Other,United States
